"Local authority","Local authority code","Library name","Address 1","Address 2","Address 3","Postcode","Library type","Unique property reference number","Co-located","Easting","Northing","OA Code","Rural urban classification","IMD"
"Somerset","E10000027","Shepton Mallet","2 Market Place","Shepton Mallet","Somerset","BA4 5AZ","LAL",250021328,"No",361902,143670,"E00148018","C1",7044
"Somerset","E10000027","Somerton","Cox's Yard","Somerton","Somerset","TA11 7PR","CRL",30040305,"No",348886,128567,"E00148873","D1",14841
"Somerset","E10000027","South Petherton","St. James' Corner","South Petherton","Somerset","TA13 5BS","CRL",30052070,"No",343401,116844,"E00148834","D1",16781
"Somerset","E10000027","Street","1 Leigh Road","Street","Somerset","BA16 0HA","CRL",250005322,"No",348370,136631,"E00148074","C1",14276
"Somerset","E10000027","Taunton","Paul Street","Taunton","Somerset","TA1 3XZ","LAL",100041070770,"Yes",322827.04,124414.75,"E00166740","C1",7727
"Somerset","E10000027","Watchet","The Esplanade","Watchet","Somerset","TA23 0AJ","CRL",200003160820,"No",307251,143341,"E00149509","D1",8478
"Somerset","E10000027","Wellington","16 Fore Street","Wellington","Somerset","TA21 8AQ","LAL",100041071357,"No",313882,120539,"E00149367","C1",17499
"Somerset","E10000027","Wells","Union Street","Wells","Somerset","BA5 2PU","LAL",250015119,"No",354830,145715,"E00148095","C1",16592
"Somerset","E10000027","Williton","Killick Way","Williton","Somerset","TA4 4QA","LAL",10003561722,"Yes",307819,141074,"E00149522","D1",12223
"Somerset","E10000027","Wincanton","Carrington Way","Wincanton","Somerset","BA9 9JS","LAL",30003352,"No",371403,128730,"E00148890","D1",19255
"Somerset","E10000027","Wiveliscombe","9 The Square","Wiveliscombe","Somerset","TA4 2JT","CRL",100040944285,"No",308086,127795,"E00149390","D1",17772
"Somerset","E10000027","Yeovil","King George Street","Yeovil","Somerset","BA20 1PY","LAL",100041073390,"Yes",355601,115910,"E00148928","C1",3220
"South Gloucestershire","E06000025","Bradley Stoke","Fiddlers Wood Lane","Bradley Stoke","South Gloucestershire","BS32 9BS","LAL",642613,"Yes",362238.03,182063.78,"E00173083","C1",31014
"South Gloucestershire","E06000025","Cadbury Heath","School Road","Cadbury Heath","South Gloucestershire","BS30 8EN","LAL",540375,"No",366399,171971,"E00075497","C1",8901
"South Gloucestershire","E06000025","Chipping Sodbury","High Street","Chipping Sodbury","South Gloucestershire","BS37 6AH","CRL",664899,"Yes",372735.81,182182.68,"E00075229","C1",15159
"South Gloucestershire","E06000025","Downend","Buckingham Gardens","Downend","South Gloucestershire","BS16 5TW","LAL",535241,"No",365435.73,176720.47,"E00075306","C1",27576
"South Gloucestershire","E06000025","Emersons Green","Emerson Way","Emersons Green","South Gloucestershire","BS16 7AP","LAL",648355,"No",367092,177145,"E00075608","C1",32619
"South Gloucestershire","E06000025","Filton","The Shield Retail Park, Link Road","Filton","South Gloucestershire","BS34 7BR","LAL",506202,"No",360251,179053,"E00075317","C1",11639
"South Gloucestershire","E06000025","Hanham","High Street","Hanham","South Gloucestershire","BS15 3EJ","LAL",516048,"No",364381.87,172230.49,"E00075374","C1",20747
"South Gloucestershire","E06000025","Hawkesbury Community Library","Hawkesbury Hospital Hall, High Street","Hawkesbury Upton","South Gloucestershire","GL9 1AU","CRL",599490,"Yes",377780,186990,"E00075245","E1",23721
"South Gloucestershire","E06000025","Kingswood","Civic Centre, High Street","Kingswood","South Gloucestershire","BS15 9TR","LAL",526653,"Yes",365429.89,173769.63,"E00075411","C1",14576
"South Gloucestershire","E06000025","Marshfield Community Library","Marshfiled Community Centre, The Hayfield","Nr Chippenham","Wiltshire","SN14 8PG","CRL",584771,"Yes",378210,173886,"E00075126","E1",31600
"South Gloucestershire","E06000025","Patchway","Patchway Hub, Rodway Road","Patchway","South Gloucestershire","BS34 5PE","LAL",554107,"Yes",360086,181535,"E00075539","C1",18068
"South Gloucestershire","E06000025","Scholars Chase Library","Stoke Gifford Extra Care Village, Edward Parker Road",NULL,"South Gloucestershire","BS16 1YG","CRL",677691,"Yes",362532.21,177946.65,"E00173036","C1",26293
"South Gloucestershire","E06000025","Severn Beach Community Library","Severn Beach Village Hall, Ableton Lane","Severn Beach","South Gloucestershire","BS35 4PP","CRL",648468,"Yes",354229,184704,"E00075555","D1",19050
"South Gloucestershire","E06000025","Staple Hill","Broad Street","Staple Hill","South Gloucestershire","BS16 5LS","LAL",661174,"Yes",365098,175924,"E00075654","C1",21031
"South Gloucestershire","E06000025","Stoke Gifford Community Library","The Old School Rooms, The Green","Stoke Gifford","Bristol","BS34 8PD","CRL",602093,"Yes",362338,179785,"E00075688","C1",24598
"South Gloucestershire","E06000025","Thornbury","St Mary Street","Thornbury","South Gloucestershire","BS35 2AA","LAL",570057,"No",363756.15,189956.75,"E00075739","C1",12723
"South Gloucestershire","E06000025","Winterbourne","Flaxpits Lane","Winterbourne","South Gloucestershire","BS36 1LA","LAL",572783,"No",365084,180513,"E00075788","C1",14337
"South Gloucestershire","E06000025","Yate","44 West Walk","Yate","South Gloucestershire","BS37 4AX","LAL",635615,"No",371314,182445,"E00075856","C1",20665
"South Tyneside","E08000023","Boldon Lane","Boldon Lane","South Shields","Tyne and Wear","NE34 0LZ","CRL",NULL,"No",436030,563992,"E00170193","A1",7231
"South Tyneside","E08000023","Cleadon Park","10 Prince Edward Road","South Shields","Tyne and Wear","NE34 7QD","LAL",NULL,"No",438589,564450,"E00043793","A1",3143
"South Tyneside","E08000023","East Boldon (renamed Boldon and Cleadon Community Library)","Boker Lane","East Boldon","Tyne and Wear","NE36 0RY","CRL",NULL,"No",435955,561450,"E00043731","A1",12075
"South Tyneside","E08000023","Jarrow Focus Library","Cambrian Street","Jarrow","Tyne and Wear","NE32 3QN","LAL",NULL,"No",432965,565272,"E00043670","A1",2153
"South Tyneside","E08000023","Library at Hebburn Central","Hebburn Central, Glen Street","Hebburn","Tyne and Wear","NE31 1PN","LAL",NULL,"No",430868,564464,"E00043860","A1",3172
"South Tyneside","E08000023","Perth Green Community Library","Inverness Road","Jarrow","Tyne and Wear","NE32 4AQ","CRL",NULL,"No",434155,563201,"E00043665","A1",3035
"South Tyneside","E08000023","The Word Library","45 Market Place","South Shields","Tyne and Wear","NE33 1DX","LAL",NULL,"No",436105,567064,"E00044005","A1",2342
"South Tyneside","E08000023","Whitburn","Mill Lane","Whitburn","Tyne and Wear","SR6 7EN","CRL",NULL,"No",440791,562001,"E00044103","C1",14875
"Southampton","E06000045","Bitterne","Bitterne Road East","Soton","Hampshire","SO18 5EG","LAL",NULL,"No",445414,113021,"E00086892","C1",18066
"Southampton","E06000045","Burgess Road","Burgess Road","Soton","Hampshire","SO16 3HF","CRL",NULL,"Yes",442586,115599,"E00086604","C1",6074
"Southampton","E06000045","Cobbett Road","Cobbett Road","Soton","Hampshire","SO18 1HL","CRL",NULL,"No",444169,113440,"E00086727","C1",12750
"Southampton","E06000045","Lordshill","Lordshill District Centre","Soton","Hampshire","SO16 8HY","LAL",NULL,"No",438828,115874,"E00086784","C1",4964
"Southampton","E06000045","Millbrook Community Library","Pickles Coppice, Windermere Avenue","Soton","Hampshire","SO16 9QX","CRL",NULL,"Yes",438384,114347,"E00087071","C1",1178
"Southampton","E06000045","Portswood","Portswood Road","Soton","Hampshire","SO17 2NG","LAL",NULL,"No",442849,114324,"E00087049","C1",11428
"Southampton","E06000045","Shirley","Shirley Precinct","Soton","Hampshire","SO15 5LL","LAL",NULL,"Yes",439848,113962,"E00087132","C1",2715
"Southampton","E06000045","Southampton Central Library","Civic Centre","Soton","Hampshire","SO14 7LW","LAL",NULL,"No",441847,112279,"E00086586","C1",6247
"Southampton","E06000045","Thornhill Community Library","328 Hinkler Road","Soton","Hampshire","SO19 6DF","CRL",NULL,"No",446921,112297,"E00086703","C1",1530
"Southampton","E06000045","Weston","68 Weston Lane","Soton","Hampshire","SO19 9GH","CRL",NULL,"No",444361,110048,"E00087274","C1",15158
"Southampton","E06000045","Woolston","Centenary Quay, Victoria Road","Soton","Hampshire","SO19 9EF","LAL",NULL,"Yes",443637,110674,"E00087267","C1",12889
"Southend-on-Sea","E06000033","Kent Elms","1 Rayleigh Road","Leigh-on-Sea","Essex","SS9 5UU","LAL",100091605712,"No",584827,188294,"E00080061","C1",12923
"Southend-on-Sea","E06000033","Leigh","Broadway West","Leigh-on-Sea","Essex","SS9 2DA","LAL",100091604080,"No",584004,185905,"E00080126","C1",21717
"Southend-on-Sea","E06000033","Shoeburyness","Delaware Road","Southend-on-Sea","Essex","SS3 9NS","LAL",10012151219,"Yes",592153,185512,"E00080489","C1",2672
"Southend-on-Sea","E06000033","Southchurch","221 Lifstan Way","Southend-on-Sea","Essex","SS1 2XG","LAL",100091584431,"No",589966,186028,"E00080354","C1",25854
"Southend-on-Sea","E06000033","Southend Forum","Elmer Approach","Southend-on-Sea","Essex","SS1 1NS","LAL",10090460497,"Yes",588113,185661,"E00080164","C1",7433
"Southend-on-Sea","E06000033","Westcliff","649 London Road","Westcliff-on-Sea","Essex","SS0 9PD","LAL",100091582187,"No",586172,186418,"E00080426","C1",11085
"Southwark","E09000028","Blue Anchor Library","Market Place","Southwark","Surrey","SE16 3UQ","LAL",NULL,"No",534502,178864,"E00020365","A1",2195
"Southwark","E09000028","Brandon Library","Maddock Way","Southwark","Surrey","SE17 3NH","LAL",NULL,"No",531817,177674,"E00020097","A1",5276
"Southwark","E09000028","Camberwell Library","48 Camberwell Green","Southwark","Surrey","SE5 7AL","LAL",NULL,"No",532618,176979,"E00019733","A1",4429
"Southwark","E09000028","Canada Water Library","21 Surrey Quays Road","Southwark","Surrey","SE16 7AR","LAL",NULL,"No",535513,179456,"E00167487","A1",9077
"Southwark","E09000028","Dulwich Library","368 Lordship Lane","Southwark","Surrey","SE22 8NB","LAL",10013533987,"No",533893,173960,"E00020528","A1",24696
"Southwark","E09000028","East Street Library","168-170 Old Kent Road","Southwark","Surrey","SE1 5TY","LAL",NULL,"No",533302,178589,"E00019963","A1",4434
"Southwark","E09000028","Grove Vale Library","18-22 Grove Vale, East Dulwich","Southwark","Surrey","SE22 8EF","LAL",NULL,"No",533476,175358,"E00019901","A1",14696
"Southwark","E09000028","John Harvard Library","211 Borough High Street","Southwark","Surrey","SE1 1JA","LAL",NULL,"No",532502,179809,"E00168079","A1",13988
"Southwark","E09000028","Kingswood Library","Kingswood House, Seeley Drive","Southwark","Surrey","SE21 8QR","LAL",NULL,"No",533544,171917,"E00019881","A1",4350
"Southwark","E09000028","Newington Temporary Library","Artworks Elephant, Elephant Road","Southwark","Surrey","SE17 1LB","LAL",NULL,"No",532098,178942,"E00167979","A1",4667
"Southwark","E09000028","Nunhead Library","Gordon Road","Southwark","Surrey","SE15 3RW","LAL",10013533991,"No",534876,175876,"E00020463","A1",6747
"Southwark","E09000028","Peckham Library","122 Peckham Hill Street","Southwark","Surrey","SE15 5JR","LAL",NULL,"No",534180,176814,"E00020198","A1",5239
"St. Helens","E08000013","Billinge Library","Main Street","Billinge","Merseyside","WN5 7HA","LAL",NULL,"No",353228,400545,"E00034498","D1",14707
"St. Helens","E08000013","Chester Lane Library","Four Acre Lane","Clock Face","Merseyside","WA9 4DE","LAL",NULL,"No",351860,391629,"E00035024","A1",16969
"St. Helens","E08000013","Eccleston Library","Broadway","Eccleston","Merseyside","WA10 5PJ","LAL",NULL,"No",348647,396403,"E00034619","A1",29826
"St. Helens","E08000013","Garswood Library","School Lane","Garswood","Merseyside","WN4 0TT","LAL",NULL,"No",355415,399221,"E00034519","A1",20840
"St. Helens","E08000013","Haydock Library","Church Road","Haydock","Merseyside","WA11 0LY","LAL",NULL,"No",356495,397096,"E00034663","A1",10579
"St. Helens","E08000013","Moss Bank Library","Bowness Avenue","Moss Bank","Merseyside","WA11 7EQ","LAL",NULL,"No",352044,397772,"E00034729","A1",2962
"St. Helens","E08000013","Newton-le-Willows Library","Crow Lane East","Newton","Merseyside","WA12 9TU","LAL",NULL,"No",357768,395666,"E00034798","A1",16839
"St. Helens","E08000013","Parr Library","Fleet Lane","Parr","Merseyside","WA9 1SY","LAL",NULL,"No",353168,395006,"E00168447","A1",1096
"St. Helens","E08000013","Peter Street Library","Peter Street","St. Helens","Merseyside","WA10 2EQ","LAL",NULL,"No",350471,395560,"E00034858","A1",422
"St. Helens","E08000013","Rainford Library","Church Road","Rainford","Merseyside","WA11 8HA","LAL",NULL,"No",348074,400348,"E00034898","C1",21572
"St. Helens","E08000013","Rainhill Library","View Road","Rainhill","Merseyside","L35 0LE","LAL",NULL,"No",349252,391089,"E00034927","A1",25564
"St. Helens","E08000013","Thatto Heath Library","Thatto Heath Road","Thatto Heath","Merseyside","WA10 3QX","LAL",NULL,"No",349714,393690,"E00034996","A1",2007
"Staffordshire","E10000028","Audley Library","Hall Street","Stoke-on-Trent","Staffordshire","ST7 8DB","CRL",100032284551,"No",379893,350769,"E00150499","D1",19876
"Staffordshire","E10000028","Barton Under Needwood Library","Dunstall Road","Barton-under-Needwood","Staffordshire","DE13 8AX","CRL",100032002575,"No",418937,318649,"E00149994","D1",25773
"Staffordshire","E10000028","Baswich Library","Lynton Avenue","Stafford","Staffordshire","ST17 0EA","CRL",100032203780,"No",394722,321598,"E00151251","C1",32615
"Staffordshire","E10000028","Biddulph Library","Tunstall Road","Stoke-on-Trent","Staffordshire","ST8 6HH","LAL",100032221028,"No",388246,357561,"E00151707","C1",13970
"Staffordshire","E10000028","Blythe Bridge Library","Uttoxeter Road","Stoke-on-Trent","Staffordshire","ST11 9JR","CRL",200001577371,"No",395964,341101,"E00151848","C1",27795
"Staffordshire","E10000028","Brereton Library","Talbot Road","Rugeley","Staffordshire","WS15 1AU","CRL",NULL,"No",404856,316573,"E00149530","C1",15648
"Staffordshire","E10000028","Brewood Library","Newport Street","Stafford","Staffordshire","ST19 9DT","CRL",100032206219,"No",388261,308785,"E00150914","D1",22716
"Staffordshire","E10000028","Burntwood Library","Sankeys Corner, Bridge Cross Road","Burntwood","Staffordshire","WS7 2BX","LAL",10013214744,"No",404598,309295,"E00150290","A1",16746
"Staffordshire","E10000028","Burton Library","Riverside, High Street","Burton-upon-Trent","Staffordshire","DE14 1AH","LAL",100032282760,"No",425204,322891,"E00168353","C1",7186
"Staffordshire","E10000028","Cannock Library","Manor Avenue","Cannock","Staffordshire","WS11 1AA","LAL",100032222514,"No",397819.52,310234.71,"E00149630","A1",26647
"Staffordshire","E10000028","Cheadle Library","15a-17 High Street","Stoke-on-Trent","Staffordshire","ST10 1AA","CRL",NULL,"Yes",400909,343400,"E00151781","C1",9321
"Staffordshire","E10000028","Cheslyn Hay Library","Village Hall, Pinfold Lane","Walsall","Staffordshire","WS6 7HP","CRL",200004525944,"No",397491,306843,"E00150942","A1",24174
"Staffordshire","E10000028","Clayton Library","Dartmouth Avenue","Newcastle-under-Lyme","Staffordshire","ST5 3NR","CRL",100032214778,"No",384826,344084,"E00150863","C1",15693
"Staffordshire","E10000028","Codsall Library","SSDC Offices, Wolverhampton Road","Codsall","Staffordshire","WV8 1PX","LAL",10003693195,"Yes",387103,303118,"E00150956","A1",15137
"Staffordshire","E10000028","Eccleshall Library","20 High Street, Eccleshall","Stafford","Staffordshire","ST21 6BZ","CRL",100032208019,"No",383053,329177,"E00151317","D1",22694
"Staffordshire","E10000028","Glascote Library","Caledonian","Tamworth","Staffordshire","B77 2ED","CRL",394036928,"No",422816,302723,"E00152065","C1",2831
"Staffordshire","E10000028","Gnosall Library","Grosvenor Centre, High Street","Stafford","Staffordshire","ST20 0EX","CRL",NULL,"No",382920,320808,"E00151369","D1",24344
"Staffordshire","E10000028","Great Wyrley Library","Unit 22, Quinton Court, Wardles Lane","Walsall","Staffordshire","WS6 6DY","CRL",100032228021,"No",398862,306706,"E00151025","A1",22361
"Staffordshire","E10000028","Heath Hayes Library","Hednesford Road","Cannock","Staffordshire","WS12 3EA","CRL",100032224721,"No",401340,310208,"E00149701","A1",9279
"Staffordshire","E10000028","Hednesford Library","Market Street","Cannock","Staffordshire","WS12 1AD","CRL",100032224722,"No",400123.21,312385.03,"E00149736","A1",17937
"Staffordshire","E10000028","Holmcroft Library","Holmcroft Road","Stafford","Staffordshire","ST16 1JG","CRL",100032201571,"No",391141,324931,"E00151427","C1",22475
"Staffordshire","E10000028","Kidsgrove Library","Meadows Road, Kidsgrove","Stoke on Trent","Staffordshire","ST7 1BS","LAL",200004604939,"No",383911,354367,"E00150756","C1",11963
"Staffordshire","E10000028","Kinver Library","Vicarage Drive, Kinver","Stourbridge","Staffordshire","DY7 6HJ","CRL",100032033767,"No",384485,283385,"E00151069","D1",25491
"Staffordshire","E10000028","Knutton Library","St. Mary's CofE Junior School, Church Lane","Knutton","Staffordshire","ST5 6EB","CRL",NULL,"No",383264,346671,"E00150659","C1",11558
"Staffordshire","E10000028","Leek Library","Nicholson Institute, Stockwell Street","Leek","Staffordshire","ST13 6DW","LAL",200001575509,"Yes",398512,356678,"E00151905","C1",10692
"Staffordshire","E10000028","Lichfield Library","The Guild of St. Mary's Centre, Market Square","Lichfield","Staffordshire","WS13 6LG","LAL",NULL,"Yes",411732,309534,"E00150441","C1",11845
"Staffordshire","E10000028","Loggerheads Library","7 Eccleshall Road","Loggerheads","Staffordshire","TF9 4NX","CRL",100032222188,"No",373952,335831,"E00150676","D1",30565
"Staffordshire","E10000028","Newcastle-under -Lyme Library","Castle House, Barracks Road","Newcastle-under-Lyme","Staffordshire","ST5 1BL","LAL",NULL,"Yes",385032,346102,"E00150836","C1",5226
"Staffordshire","E10000028","Norton Canes Library","Burntwood Road, Norton Canes","Cannock","Staffordshire","WS11 9RF","CRL",100032223714,"No",402102.03,308566.64,"E00149775","D1",20951
"Staffordshire","E10000028","Penkridge Library","Bellbrook, Penkridge","Stafford","Staffordshire","ST19 5DL","CRL",100032205976,"No",392556,314136,"E00151101","D1",19834
"Staffordshire","E10000028","Perton Library","Severn Drive, Perton","Wolverhampton","Staffordshire","WV6 7QU","LAL",100032230725,"No",386239,299628,"E00151144","A1",10263
"Staffordshire","E10000028","Rising Brook Library","Merrey Road, Rising Brook","Stafford","Staffordshire","ST17 9LX","CRL",100032204672,"No",392069,321023,"E00151468","C1",4851
"Staffordshire","E10000028","Rugeley Library","Anson Street","Rugeley","Staffordshire","WS15 2BB","LAL",10008161482,"No",404452,318191,"E00149815","C1",7178
"Staffordshire","E10000028","Shenstone Library","Main Street, Shenstone","Lichfield","Staffordshire","WS14 0NF","CRL",100032225931,"No",411016,304537,"E00150427","D1",19207
"Staffordshire","E10000028","Silverdale Library","High Street, Silverdale","Newcastle-under-Lyme","Staffordshire","ST5 6LY","CRL",200004603413,"No",382067,346485,"E00150789","C1",12813
"Staffordshire","E10000028","Stafford Library","1 Staffordshire Place, Tipping Street","Stafford","Staffordshire","ST16 2DH","LAL",100032201637,"Yes",392322,323196,"E00166308","C1",8272
"Staffordshire","E10000028","Stone Library","High Street","Stone","Staffordshire","ST15 8AT","LAL",200001326363,"No",390162,333866,"E00151572","C1",17666
"Staffordshire","E10000028","Talke Library","Springhead Primary School, Kingsley Road","Stoke-on-Trent","Staffordshire","ST7 1RA","CRL",NULL,"No",382960,352482,"E00150809","C1",19269
"Staffordshire","E10000028","Tamworth Library","Corporation Street","Tamworth","Staffordshire","B79 7DN","LAL",394031298,"No",420736,304156,"E00152039","C1",2989
"Staffordshire","E10000028","Uttoxeter Library","Red Gables, 57 High Street","Uttoxeter","Staffordshire","ST14 7JQ","LAL",10010539959,"No",409071,333690,"E00150112","C1",16440
"Staffordshire","E10000028","Werrington Library","Ash Bank Road","Stoke-on-Trent","Staffordshire","ST9 0JS","CRL",200001577951,"No",393742,347270,"E00151955","C1",29556
"Staffordshire","E10000028","Wilnecote Library","Wilnecote High School, Tinkers Green Road","Tamworth","Staffordshire","B77 5LF","CRL",394028550,"No",422751,300880,"E00152194","C1",8946
"Staffordshire","E10000028","Wombourne Library","Wombourne Community Centre, Church Road","Wolverhampton","Staffordshire","WV5 9EZ","LAL",NULL,"No",387582,293144,"E00151211","A1",23253
"Stockport","E08000007","Adswood & Bridgehall","Siddington Avenue","Bridgehall","Greater Manchester","SK3 8NR","LAL",NULL,"No",388626,388616,"E00029202","A1",842
"Stockport","E08000007","Bramhall","Bramhall Lane South","Bramhall","Greater Manchester","SK7 2DU","LAL",100012787409,"No",389233,384850,"E00030031","A1",28122
"Stockport","E08000007","Bredbury","George Lane","Bredbury","Greater Manchester","SK6 1DJ","LAL",100012785090,"No",393334,391091,"E00029091","A1",8644
"Stockport","E08000007","Brinnington","First House, 367 Brinnington Road","Brinnington","Greater Manchester","SK5 8EN","LAL",10009671064,"No",391241.59,392217.25,"E00029145","A1",686
"Stockport","E08000007","Cheadle","Ashfield Road","Cheadle","Greater Manchester","SK8 1BB","LAL",100012785090,"No",393334,391091,"E00029224","A1",19240
"Stockport","E08000007","Cheadle Hulme","Mellor Road","Cheadle Hulme","Greater Manchester","SK8 5AU","LAL",100012847750,"No",387525,386363,"E00029333","A1",30011
"Stockport","E08000007","Edgeley","Edgeley Road","Edgeley","Greater Manchester","SK3 9NB","LAL",100012848531,"No",388703,389299,"E00029476","A1",10301
"Stockport","E08000007","Great Moor","Gladstone Street","Great Moor","Greater Manchester","SK2 7QF","LAL",100012779888,"No",391207,387966,"E00029518","A1",18304
"Stockport","E08000007","Hazel Grove","Beech Avenue","Hazel Grove","Greater Manchester","SK7 4QP","LAL",100012787835,"No",392244,386989,"E00029572","A1",13107
"Stockport","E08000007","Heald Green","Finney Lane","Heald Green","Greater Manchester","SK8 3JB","LAL",100012788958,"No",384882,385926,"E00029630","A1",29922
"Stockport","E08000007","Heatons","Thornfield Road","Heaton Moor","Greater Manchester","SK4 3LD","LAL",100012782085,"No",387366,391125,"E00029635","A1",29313
"Stockport","E08000007","High Lane","Buxton Road","High Lane","Greater Manchester","SK6 8DX","LAL",100012787013,"No",395441,385290,"E00029932","C1",26260
"Stockport","E08000007","Marple","Memorial Park","Marple","Greater Manchester","SK6 6BA","LAL",200000781479,"No",395979,388872,"E00029773","A1",17057
"Stockport","E08000007","Offerton","Mallowdale Road","Stockport","Greater Manchester","SK2 5NX","LAL",10094503131,"No",392032,388271,"E00029528","A1",755
"Stockport","E08000007","Reddish","Gorton Road","Reddish","Greater Manchester","SK5 6UG","LAL",100012848655,"No",389596,393887,"E00029841","A1",8755
"Stockport","E08000007","Stockport Central","Wellington Road South","Stockport","Greater Manchester","SK1 3RS","LAL",100012769770,"No",389417,390170,"E00029152","A1",523
"Stockton-on-Tees","E06000004","Billingham Library & Customer Service Centre","Billingham Town Centre","Stockton-on-Tees","County Durham","TS23 2LN","LAL",NULL,"Yes",445899,523737,"E00061909","C1",6011
"Stockton-on-Tees","E06000004","Fairfield Library","Fairfield Road","Stockton-on-Tees","County Durham","TS19 7AJ","LAL",NULL,"Yes",442068,518804,"E00061660","C1",25335
"Stockton-on-Tees","E06000004","Ingleby Barwick Library","Blair Avenue","Ingleby Barwick","County Durham","TS17 5BL","LAL",NULL,"Yes",444121,513910,"E00174137","C1",27210
"Stockton-on-Tees","E06000004","Norton Library","87 High Street","Norton","County Durham","TS20 1AE","LAL",NULL,"No",444567,521808,"E00061830","C1",18432
"Stockton-on-Tees","E06000004","Roseworth Library (Redhill Children's Centre)","Redhill Road","Stockton-on-Tees","County Durham","TS19 9BX","LAL",NULL,"Yes",442621,521627,"E00061767","C1",3510
"Stockton-on-Tees","E06000004","Stockton Central Library & Customer Service Centre","The Square","Stockton-on-Tees","County Durham","TS18 1TU","LAL",NULL,"Yes",444634,519259,"E00061862","C1",76
"Stockton-on-Tees","E06000004","Thornaby Central Library & Customer Service Centre","Wrightson House","Thornaby","County Durham","TS17 9EU","LAL",NULL,"Yes",445963,516346,"E00061941","C1",1122
"Stockton-on-Tees","E06000004","Thornaby Library, Gilmour Street (Riverbank Children's Centre)","Gilmour Street","Thornaby","County Durham","TS17 6PF","LAL",NULL,"Yes",445308,517983,"E00061970","C1",8292
"Stockton-on-Tees","E06000004","Yarm Library","41 The High Street","Yarm","County Durham","TS15 9BH","LAL",NULL,"Yes",441894,512769,"E00062039","C1",28600
"Stoke-on-Trent","E06000021","Bentilee Library","Dawlish Drive","Stoke-on-Trent","Staffordshire","ST2 0EU","LAL",NULL,"Yes",391471,346249,"E00071778","C1",549
"Stoke-on-Trent","E06000021","City Central Library (Hanley)","Bethesda Street","Stoke-on-Trent","Staffordshire","ST1 3RS","LAL",3455121574,"No",388217,347240,"E00072125","C1",130
"Stoke-on-Trent","E06000021","Longton Library","Sutherland Institute, Lightwood Road","Stoke-on-Trent","Staffordshire","ST3 4HY","LAL",NULL,"No",391174,342933,"E00072267","C1",2066
"Stoke-on-Trent","E06000021","Meir Library","Sandon Road","Stoke-on-Trent","Staffordshire","ST3 7DJ","LAL",NULL,"Yes",393052,342080,"E00072299","C1",903
"Stoke-on-Trent","E06000021","Stoke Library","Stoke Local Centre, South Wolfe Street","Stoke-on-Street","Staffordshire","ST4 4SZ","LAL",NULL,"Yes",387779,345070,"E00072416","C1",4107
"Stoke-on-Trent","E06000021","Swan Bank (Book Collection)","Swan Square","Stoke-on-Trent","Staffordshire","ST6 1ES","CRL",NULL,"Yes",387634,350374,"E00071925","C1",10872
"Stoke-on-Trent","E06000021","Trentham Reads (Book Collection)","Trentham Community Learning Centre, Trentham Academy, Allerton Road","Trentham","Staffordshire","ST4 8PQ","CRL",NULL,"Yes",387135,341541,"E00072470","C1",25278
"Stoke-on-Trent","E06000021","Tunstall Library","Victoria Institute, The Boulevard","Stoke-on-Trent","Staffordshire","ST6 6BD","LAL",NULL,"No",386099,351334,"E00072519","C1",5350
"Suffolk","E10000029","Aldeburgh","Victoria Road","Aldeburgh","Suffolk","IP15 5EG","CL",NULL,"No",646067,256913,"E00153723","D2",23277
"Suffolk","E10000029","Beccles","Blyburgate","Beccles","Suffolk","NR34 9TB","CL",NULL,"No",642299,290229,"E00154147","C1",11177
"Suffolk","E10000029","Brandon","Bury Road","Brandon","Suffolk","IP27 0BQ","CL",NULL,"Yes",578408,286436,"E00152512","D1",10039
"Suffolk","E10000029","Broomhill","Sherrington Road","Ipswich","Suffolk","IP1 4HT","CL",NULL,"No",615329,245828,"E00152782","C1",21577
"Suffolk","E10000029","Bungay","Wharton Street","Bungay","Suffolk","NR35 1EL","CL",NULL,"No",633824,289571,"E00154182","D1",12526
"Suffolk","E10000029","Bury St. Edmunds","Sergeants Walk, St. Andrews Street North","Bury St. Edmunds","Suffolk","IP33 1TZ","CL",NULL,"Yes",585163,264513,"E00153635","C1",8011
"Suffolk","E10000029","Capel St Mary","Village Hall, The Street","Capel St. Mary","Suffolk","IP9 2EP","CL",NULL,"Yes",609432,238324,"E00152391","D1",31911
"Suffolk","E10000029","Chantry","Hawthorn Drive","Ipswich","Suffolk","IP2 0QY","CL",NULL,"Yes",614098,243078,"E00152961","C1",5478
"Suffolk","E10000029","Clare","The Guildhall, High Street","Clare","Suffolk","CO10 8NY","CL",NULL,"No",576927,245351,"E00153444","D1",24579
"Suffolk","E10000029","Debenham Library","School Corner","Stowmarket","Suffolk","IP14 6RW","CL",NULL,"Yes",617546,263141,"E00153141","D1",23966
"Suffolk","E10000029","Elmswell","Memorial Library","Elmswell","Suffolk","IP30 9BX","CL",NULL,"No",599102,263565,"E00153143","D1",22291
"Suffolk","E10000029","Eye","6 Cross Street","Eye","Suffolk","IP23 7AB","CL",NULL,"No",614472,273844,"E00153157","D1",19692
"Suffolk","E10000029","Felixstowe","Crescent Road","Felixstowe","Suffolk","IP11 7BY","CL",NULL,"Yes",630308,234760,"E00153805","C1",16028
"Suffolk","E10000029","Framlingham","The Old Court House, Bridge Street","Framlingham","Suffolk","IP13 9BA","CL",NULL,"Yes",628476,263475,"E00153848","D1",30925
